GameID,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
48966,21,1,21,-,1,69,0.4,-8,Symm,3,0,0
48967,-9,1,-9,-,1,1,0.6,-8,-,1,0,0
48968,42,0.01,17,L-skew,4,34,0.05,15,R-skew,6,0,0
48969,26,1,26,-,1,99,0.05,16,Symm,3,0,1
48970,28,0.4,-34,R-skew,6,9,0.01,-3,R-skew,5,0,0
48971,2,1,2,-,1,-2,0.99,-18,-,1,0,0
48972,18,1,18,-,1,58,0.4,-1,-,1,0,0
48973,69,0.5,-13,-,1,124,0.1,15,-,1,0,0
48974,4,1,4,-,1,55,0.01,8,L-skew,5,0,0
48975,36,0.4,-14,-,1,15,0.75,-4,-,1,0,0
48976,23,1,23,-,1,30,0.01,22,-,1,0,1
48977,91,0.2,14,-,1,34,0.9,15,Symm,3,1,0
48978,20,0.5,-8,-,1,95,0.1,-5,L-skew,4,0,0
48979,24,0.25,-8,Symm,9,67,0.2,-16,-,1,1,0
48980,22,1,22,-,1,86,0.2,10,L-skew,2,0,0
48981,-3,0.75,-15,-,1,21,0.2,-14,Symm,3,1,0
48982,0,1,0,-,1,4,0.2,2,Symm,5,0,0
48983,3,1,3,-,1,77,0.2,-10,-,1,0,1
48984,14,0.25,5,L-skew,2,11,0.95,8,R-skew,2,0,1
48985,20,0.01,-1,-,1,75,0.1,-9,Symm,5,-1,1
48986,16,0.95,11,-,1,36,0.5,-17,-,1,1,1
48987,0,1,0,-,1,5,0.5,-10,-,1,0,0
48988,0,0.6,-20,-,1,33,0.1,-10,Symm,9,0,0
48989,25,0.5,-1,R-skew,5,7,0.05,5,Symm,5,1,0
48990,26,1,26,-,1,70,0.4,10,R-skew,4,0,1
48991,-9,1,-9,-,1,16,0.4,-24,-,1,0,0
48992,38,0.25,13,L-skew,6,22,0.99,3,R-skew,5,0,0
48993,11,1,11,-,1,25,0.1,8,-,1,0,0
48994,25,1,25,-,1,46,0.2,17,Symm,9,0,0
48995,30,0.8,-6,R-skew,5,182,0.05,13,L-skew,3,0,0
48996,28,1,28,Symm,7,24,0.9,-30,R-skew,2,0,0
48997,4,0.99,-30,R-skew,3,134,0.25,-21,-,1,-1,0
48998,-8,1,-8,-,1,-11,0.6,-13,Symm,5,0,0
48999,4,0.05,-3,-,1,10,0.8,-21,Symm,3,1,0
49000,59,0.01,19,-,1,25,0.75,-34,-,1,1,1
49001,150,0.25,-22,-,1,32,0.5,15,Symm,7,0,0
49002,-1,1,-1,-,1,34,0.05,-1,-,1,0,0
49003,10,0.75,-10,-,1,5,1,5,L-skew,3,0,0
49004,84,0.4,-6,Symm,7,69,0.2,13,-,1,0,0
49005,-1,1,-1,-,1,85,0.05,2,-,1,0,0
49006,47,0.5,-39,-,1,37,0.6,-35,Symm,9,0,0
49007,11,0.9,1,Symm,7,74,0.01,11,Symm,3,0,0
49008,13,1,13,-,1,23,0.75,20,Symm,5,0,0
49009,183,0.1,13,R-skew,4,123,0.25,-2,R-skew,2,0,0
49010,16,0.5,-36,Symm,7,-6,0.25,-10,Symm,9,0,0
49011,2,1,2,-,1,14,0.75,-21,R-skew,4,0,0
49012,33,0.1,13,R-skew,2,22,0.01,14,Symm,9,0,0
49013,25,0.6,25,-,1,61,0.25,16,-,1,0,1
49014,30,1,30,-,1,81,0.1,36,-,1,0,0
49015,10,1,10,-,1,18,0.5,-14,-,1,0,1
49016,1,0.8,-5,Symm,3,3,0.5,1,-,1,0,0
49017,50,0.4,-30,-,1,2,1,2,-,1,0,0
49018,52,0.25,16,-,1,57,0.1,27,-,1,0,1
49019,-8,1,-8,-,1,15,0.6,-37,-,1,0,0
49020,42,0.05,-12,L-skew,4,100,0.05,-12,-,1,0,0
49021,3,1,3,-,1,3,1,3,R-skew,3,0,1
49022,5,1,5,-,1,15,0.6,3,-,1,0,0
49023,24,0.1,14,-,1,54,0.5,-17,-,1,0,1
49024,73,0.05,24,-,1,49,0.75,-33,-,1,1,0
49025,62,0.5,-26,-,1,76,0.4,-42,-,1,0,0
49026,47,0.25,-13,-,1,80,0.2,-18,Symm,7,0,0
49027,33,0.01,8,R-skew,2,19,0.6,8,Symm,7,0,0
49028,2,1,2,-,1,31,0.5,-35,-,1,0,0
49029,10,1,10,-,1,19,0.9,-3,Symm,5,0,1
49030,60,0.05,1,Symm,7,16,0.5,3,R-skew,6,0,0
49031,-9,0.99,-13,Symm,9,34,0.4,-27,Symm,9,-1,0
49032,37,0.75,-12,-,1,28,0.8,16,R-skew,3,0,0
49033,31,0.75,-21,-,1,50,0.4,8,-,1,0,0
49034,51,0.2,11,L-skew,6,63,0.1,20,-,1,0,0
49035,19,1,19,-,1,40,0.4,6,Symm,5,0,0
49036,25,0.4,22,-,1,84,0.25,4,Symm,3,0,0
49037,24,0.5,20,L-skew,4,53,0.25,11,Symm,9,0,0
49038,45,0.6,-27,-,1,75,0.5,-38,Symm,7,0,0
49039,5,1,5,-,1,14,0.2,10,-,1,0,0
49040,144,0.2,-36,-,1,20,0.4,-7,L-skew,5,0,0
49041,-1,1,-1,-,1,224,0.1,-21,-,1,0,0
49042,-10,1,-10,-,1,10,0.5,-30,-,1,0,0
49043,-6,1,-6,-,1,23,0.05,-8,-,1,0,0
49044,12,0.5,-12,-,1,12,0.1,0,Symm,5,0,0
49045,-7,1,-7,-,1,-9,0.75,-22,-,1,0,0
49046,3,0.99,-10,-,1,3,1,3,R-skew,3,0,0
49047,8,1,8,-,1,82,0.01,3,-,1,0,0
49048,-5,0.4,-12,-,1,256,0.05,-23,-,1,0,0
49049,84,0.2,11,-,1,30,0.8,-11,-,1,-1,0
49050,15,1,15,-,1,11,0.5,4,Symm,5,0,0
49051,26,1,26,-,1,31,0.9,8,Symm,7,0,0
49052,38,0.6,13,-,1,47,0.6,4,Symm,3,-1,0
49053,6,1,6,L-skew,5,6,1,6,-,1,0,0
49054,17,1,17,-,1,18,0.01,13,-,1,0,0
49055,23,0.4,3,-,1,31,0.1,7,-,1,0,0
49056,23,0.1,21,R-skew,4,65,0.5,-18,L-skew,6,0,1
49057,29,0.2,29,-,1,89,0.4,-6,L-skew,6,0,0
49058,31,0.01,4,-,1,29,0.05,8,-,1,0,0
49059,10,1,10,-,1,6,0.95,-6,Symm,5,0,1
49060,80,0.25,4,-,1,80,0.2,16,L-skew,3,0,0
49061,1,1,1,-,1,64,0.1,4,-,1,0,0
49062,-6,1,-6,-,1,-13,0.8,-26,-,1,0,0
49063,15,0.6,-5,-,1,44,0.05,-1,-,1,0,1
49064,63,0.5,-33,-,1,43,0.25,12,Symm,7,-1,1
49065,23,1,23,-,1,33,0.5,-2,Symm,3,0,0
49066,17,1,17,-,1,78,0.4,-4,Symm,5,0,1
49067,1,1,1,-,1,76,0.2,-27,-,1,0,0
49068,24,1,24,-,1,208,0.2,-27,-,1,0,0
49069,26,1,26,-,1,61,0.4,-1,-,1,0,0
49070,14,0.2,4,-,1,38,0.1,6,Symm,3,0,0
49071,54,0.4,-46,R-skew,3,11,0.01,-9,L-skew,6,0,1
49072,31,0.99,-29,-,1,33,0.9,-15,Symm,5,1,0
49073,31,0.1,-11,-,1,-4,0.1,-12,Symm,7,0,1
49074,20,1,20,-,1,69,0.1,18,-,1,0,0
49075,43,0.4,6,Symm,3,26,0.6,9,L-skew,6,0,0
49076,40,0.25,-8,Symm,5,67,0.25,-18,-,1,0,0
49077,-2,0.99,-7,-,1,36,0.1,-8,-,1,0,0
49078,77,0.1,-5,R-skew,6,213,0.1,-25,-,1,0,0
49079,20,0.2,-14,-,1,31,0.25,-3,-,1,0,1
49080,22,1,22,-,1,54,0.1,11,-,1,0,0
49081,41,0.25,26,-,1,30,1,30,-,1,0,0
49082,45,0.6,-8,Symm,7,43,0.5,15,Symm,9,0,0
49083,68,0.2,-13,-,1,9,0.6,5,Symm,5,0,0
49084,9,0.9,1,L-skew,2,14,0.8,-18,Symm,3,0,0
49085,21,0.99,-15,L-skew,4,23,0.9,-5,Symm,5,0,0
49086,58,0.01,28,-,1,78,0.5,-16,Symm,3,0,0
49087,-8,1,-8,-,1,-7,0.6,-12,Symm,5,0,0
49088,16,0.75,-31,Symm,5,9,0.4,-3,Symm,9,-1,1
49089,5,0.6,-23,-,1,3,0.25,-15,R-skew,8,0,0
49090,45,0.1,21,L-skew,3,23,0.01,17,-,1,0,0
49091,40,0.2,10,L-skew,5,45,0.05,15,Symm,5,0,0
49092,14,0.05,-4,Symm,3,38,0.6,-38,-,1,0,0
49093,19,1,19,-,1,31,0.5,2,Symm,3,0,0
49094,30,0.01,24,-,1,32,0.2,18,Symm,7,0,0
49095,9,1,9,-,1,57,0.2,-3,-,1,0,0
49096,37,0.6,-13,R-skew,3,14,0.8,-12,-,1,0,0
49097,48,0.5,10,-,1,105,0.2,12,-,1,0,0
49098,11,0.6,-24,Symm,3,2,0.25,-1,-,1,1,0
49099,22,0.9,4,-,1,32,0.9,-20,L-skew,3,0,0
49100,9,0.99,-14,-,1,6,0.75,-6,L-skew,2,0,0
49101,66,0.1,16,R-skew,6,53,0.5,1,R-skew,3,1,0
49102,71,0.5,-33,-,1,19,1,19,-,1,0,0
49103,31,0.5,-5,Symm,5,39,0.2,1,Symm,3,0,0
49104,35,0.1,-11,L-skew,5,-10,0.95,-17,-,1,0,0
49105,12,0.5,-32,-,1,74,0.05,-13,-,1,0,0
49106,27,0.75,-25,-,1,21,0.1,18,-,1,1,0
49107,25,1,25,-,1,39,0.75,-28,L-skew,5,0,0
49108,28,1,28,-,1,67,0.25,5,-,1,0,0
49109,12,1,12,-,1,37,0.25,12,Symm,3,0,0
49110,4,1,4,-,1,28,0.05,5,-,1,0,0
49111,38,0.4,-27,R-skew,3,89,0.01,-12,R-skew,2,0,0
49112,56,0.25,8,-,1,20,1,20,Symm,7,0,0
49113,-9,0.9,-12,-,1,17,0.01,-12,Symm,7,-1,0
49114,-4,1,-4,-,1,71,0.05,-11,-,1,0,0
49115,48,0.6,-35,-,1,11,0.99,-5,Symm,7,0,0
49116,48,0.1,8,-,1,18,0.75,-21,Symm,7,0,0
49117,51,0.2,-4,-,1,95,0.01,3,-,1,0,0
49118,13,0.2,-12,-,1,3,0.75,-41,-,1,0,0
49119,8,1,8,-,1,13,0.9,-6,-,1,0,0
49120,4,1,4,-,1,36,0.1,7,L-skew,5,0,0
49121,85,0.2,-15,-,1,171,0.05,2,-,1,0,0
49122,28,0.6,5,-,1,30,0.4,17,Symm,9,1,0
49123,33,0.05,25,-,1,69,0.2,22,R-skew,5,0,0
49124,36,0.6,-41,R-skew,7,61,0.2,-3,-,1,0,0
49125,95,0.2,-25,R-skew,7,25,0.75,-43,-,1,0,0
49126,57,0.01,-3,Symm,9,57,0.25,-17,-,1,0,0
49127,23,0.9,-4,-,1,45,0.05,22,-,1,0,0
49128,60,0.5,-44,-,1,9,0.9,4,R-skew,3,0,0
49129,28,0.01,-2,-,1,24,0.5,-37,R-skew,4,0,0
49130,89,0.01,15,-,1,75,0.4,-26,-,1,-1,0
49131,21,0.8,4,L-skew,4,18,0.99,-12,R-skew,2,0,0
49132,32,0.1,22,Symm,3,35,0.25,28,L-skew,5,0,0
49133,70,0.2,-16,-,1,14,0.8,-28,-,1,0,0
49134,9,1,9,-,1,3,0.9,-16,Symm,9,0,0
49135,22,1,22,-,1,93,0.01,14,Symm,3,0,0
49136,1,1,1,-,1,4,0.5,-10,R-skew,7,0,0
49137,113,0.05,13,Symm,3,14,0.75,5,Symm,5,0,1
49138,58,0.01,30,L-skew,5,40,0.5,15,-,1,0,1
49139,33,0.4,3,-,1,24,0.5,-2,-,1,0,0
49140,84,0.01,-8,Symm,7,8,0.1,-14,-,1,0,0
49141,15,1,15,-,1,18,0.99,-9,L-skew,2,0,0
49142,28,1,28,-,1,190,0.2,-4,L-skew,4,0,0
49143,-2,1,-2,Symm,9,2,0.8,-43,-,1,0,0
49144,0,1,0,-,1,218,0.1,-22,-,1,0,0
49145,25,0.25,21,Symm,7,24,0.6,21,-,1,0,1
49146,38,0.4,-2,R-skew,7,10,0.99,2,-,1,0,0
49147,8,1,8,-,1,30,0.2,8,Symm,7,0,0
49148,5,1,5,-,1,6,0.2,1,-,1,0,0
49149,47,0.4,14,-,1,52,0.5,11,Symm,9,0,0
49150,10,1,10,-,1,84,0.05,8,-,1,0,0
49151,-3,0.6,-8,-,1,-3,0.99,-25,Symm,5,0,0
49152,-3,1,-3,-,1,36,0.4,-34,-,1,0,0
49153,8,0.75,-20,-,1,1,0.01,0,-,1,0,0
49154,38,0.5,16,Symm,3,23,0.9,-8,-,1,0,0
49155,7,1,7,-,1,142,0.25,-32,-,1,0,0
49156,2,1,2,-,1,38,0.01,0,-,1,0,0
49157,29,1,29,-,1,40,0.95,15,-,1,0,0
49158,-2,1,-2,-,1,-2,0.95,-22,R-skew,4,0,0
49159,15,1,15,-,1,93,0.4,-36,Symm,7,0,1
49160,24,0.6,-1,-,1,45,0.25,1,-,1,1,1
49161,37,0.5,-17,-,1,57,0.5,-25,L-skew,4,0,0
49162,-3,1,-3,-,1,6,0.01,2,L-skew,2,0,0
49163,244,0.1,-6,-,1,19,1,19,Symm,5,0,0
49164,16,1,16,-,1,31,0.8,-1,R-skew,2,0,0
49165,43,0.75,-21,Symm,3,35,0.6,20,-,1,0,1
49166,-2,1,-2,-,1,2,0.8,-25,Symm,9,0,0
49167,13,1,13,-,1,38,0.1,16,L-skew,3,0,1
49168,26,0.4,4,Symm,7,106,0.25,-24,-,1,0,0
49169,14,0.05,13,-,1,39,0.6,-27,-,1,0,0
49170,9,1,9,-,1,40,0.05,7,R-skew,7,0,1
49171,20,0.6,18,-,1,16,0.6,14,Symm,9,0,0
49172,-2,1,-2,-,1,18,0.6,-38,-,1,0,1
49173,61,0.5,-7,-,1,55,0.01,29,L-skew,4,0,0
49174,26,1,26,-,1,67,0.6,-13,-,1,0,0
49175,21,0.2,-2,-,1,9,0.5,-3,Symm,5,0,0
49176,16,0.6,4,-,1,41,0.6,-20,-,1,0,1
49177,31,0.8,-18,-,1,25,0.95,19,-,1,0,1
49178,40,0.05,-4,-,1,-12,0.99,-22,L-skew,3,0,1
49179,51,0.5,-15,-,1,22,0.99,11,-,1,-1,0
49180,58,0.4,-20,-,1,32,0.6,-26,-,1,0,0
49181,5,0.4,0,-,1,14,0.4,-14,-,1,0,0
49182,30,1,30,-,1,57,0.05,31,L-skew,3,0,0
49183,2,0.5,-14,Symm,7,63,0.05,-8,-,1,0,1
49184,57,0.5,-13,R-skew,6,22,1,22,Symm,3,0,0
49185,-5,1,-5,-,1,14,0.75,-37,Symm,3,0,0
49186,8,1,8,-,1,45,0.05,11,Symm,9,0,0
49187,17,0.1,-6,R-skew,7,14,0.6,-21,-,1,0,0
49188,-1,1,-1,-,1,-3,0.5,-12,R-skew,8,0,0
49189,-4,1,-4,-,1,26,0.25,-17,L-skew,4,0,0
49190,34,0.01,-8,R-skew,6,21,0.1,-11,-,1,0,0
49191,23,1,23,-,1,78,0.2,14,-,1,0,0
49192,3,1,3,-,1,1,0.4,-9,L-skew,3,0,0
49193,54,0.25,22,R-skew,2,105,0.2,15,-,1,0,0
49194,24,1,24,-,1,51,0.01,34,-,1,0,0
49195,37,0.05,18,-,1,40,0.8,-31,R-skew,6,1,1
49196,4,1,4,-,1,74,0.05,-1,R-skew,3,0,0
49197,28,1,28,-,1,32,0.99,-1,Symm,3,0,1
49198,9,0.6,-33,L-skew,3,-1,0.75,-37,Symm,3,-1,0
49199,47,0.05,-1,-,1,17,0.05,-5,-,1,0,0
49200,216,0.1,-24,-,1,-2,0.2,-3,-,1,-1,0
49201,1,1,1,-,1,25,0.4,-13,L-skew,3,0,0
49202,172,0.2,-23,R-skew,5,21,0.25,5,-,1,0,0
49203,28,1,28,-,1,31,0.75,28,Symm,3,0,1
49204,23,1,23,-,1,25,0.9,0,-,1,0,1
49205,106,0.1,16,Symm,3,26,0.8,16,-,1,0,0
49206,38,0.4,-15,-,1,35,0.05,12,-,1,0,1
49207,78,0.4,-4,R-skew,7,38,0.2,25,-,1,0,0
49208,77,0.05,3,-,1,54,0.25,-7,Symm,9,0,0
49209,24,1,24,-,1,31,0.6,9,Symm,9,0,0
49210,-10,1,-10,-,1,26,0.2,-13,L-skew,2,0,0
49211,100,0.1,-21,-,1,38,0.5,-44,-,1,0,0
49212,23,1,23,-,1,45,0.25,10,-,1,0,0
49213,21,0.9,4,-,1,23,0.95,-17,Symm,3,0,0
49214,22,0.1,16,-,1,96,0.1,10,-,1,0,0
49215,-2,1,-2,-,1,23,0.4,-26,Symm,7,0,0
49216,72,0.4,-3,R-skew,7,69,0.4,-14,-,1,0,0
49217,10,1,10,-,1,53,0.1,-3,L-skew,6,0,0
49218,24,0.95,-3,-,1,66,0.25,14,Symm,9,0,1
49219,90,0.25,-6,-,1,125,0.1,-3,-,1,0,1
49220,-4,1,-4,-,1,48,0.1,-9,-,1,0,0
49221,17,1,17,-,1,18,0.75,7,-,1,0,0
49222,32,0.5,-8,-,1,10,0.9,-28,Symm,7,1,0
49223,2,1,2,-,1,52,0.05,-6,-,1,0,1
49224,23,0.1,15,-,1,24,0.4,-1,-,1,-1,0
49225,25,0.99,-19,-,1,25,1,25,-,1,0,0
49226,-8,0.9,-30,-,1,-10,1,-10,Symm,3,0,0
49227,2,0.95,1,Symm,3,7,0.05,0,Symm,7,0,1
49228,36,0.75,-32,-,1,10,0.9,-18,-,1,1,0
49229,-6,0.2,-7,-,1,25,0.01,-9,-,1,0,0
49230,0,1,0,-,1,19,0.2,6,-,1,0,0
49231,22,1,22,-,1,23,0.5,16,Symm,5,0,0
49232,61,0.2,17,R-skew,6,86,0.5,-47,L-skew,3,0,1
49233,69,0.05,24,-,1,26,1,26,-,1,0,0
49234,10,0.5,-24,-,1,-7,1,-7,-,1,0,0
49235,-2,1,-2,-,1,14,0.1,2,-,1,0,0
49236,27,0.4,-1,L-skew,3,39,0.5,-3,Symm,9,0,1
49237,11,1,11,-,1,123,0.2,-14,Symm,5,0,0
49238,4,1,4,-,1,14,0.2,0,-,1,0,0
49239,3,1,3,-,1,30,0.6,-20,R-skew,2,0,1
49240,-5,1,-5,-,1,89,0.25,-44,Symm,5,0,0
49241,21,1,21,-,1,23,0.75,8,-,1,0,1
49242,-9,1,-9,-,1,30,0.4,-23,-,1,0,1
49243,45,0.4,7,-,1,35,0.4,18,L-skew,5,0,0
49244,44,0.4,-21,L-skew,6,5,1,5,R-skew,5,0,0
49245,23,1,23,-,1,232,0.1,-10,L-skew,5,0,0
49246,7,1,7,-,1,33,0.01,4,Symm,5,0,1
49247,79,0.4,-23,-,1,30,0.01,9,L-skew,5,0,0
49248,26,0.95,-33,-,1,26,0.5,13,Symm,7,0,0
49249,27,1,27,-,1,62,0.4,7,-,1,0,1
49250,48,0.25,16,-,1,38,0.6,14,Symm,7,1,0
49251,13,0.4,8,R-skew,4,38,0.25,-3,-,1,0,0
49252,26,0.75,25,-,1,23,0.1,22,-,1,0,0
49253,13,1,13,-,1,11,0.2,0,Symm,5,0,0
49254,9,1,9,-,1,16,0.4,-5,-,1,0,0
49255,19,1,19,-,1,61,0.6,-46,-,1,0,0
49256,28,1,28,-,1,91,0.1,17,Symm,9,0,0
49257,1,1,1,-,1,54,0.25,-13,Symm,7,0,0
49258,-6,1,-6,-,1,13,0.2,-15,R-skew,2,0,0
49259,19,1,19,-,1,244,0.1,-9,-,1,0,0
49260,48,0.5,10,Symm,5,43,0.1,24,Symm,5,0,0
49261,24,1,24,-,1,65,0.25,14,Symm,5,0,1
49262,17,1,17,-,1,114,0.25,-24,R-skew,2,0,0
49263,51,0.6,-16,-,1,75,0.25,4,-,1,0,0
49264,40,0.05,-4,-,1,10,0.99,9,-,1,1,0
49265,19,0.75,-13,-,1,40,0.01,-2,R-skew,4,0,0
49266,11,1,11,-,1,33,0.1,8,-,1,0,0
49267,28,1,28,-,1,35,0.8,-19,Symm,9,0,0
49268,-4,0.4,-6,-,1,-9,0.8,-31,Symm,9,0,0
49269,23,1,23,-,1,34,0.2,15,-,1,0,0
49270,1,0.6,-19,-,1,5,0.05,-6,-,1,1,0
49271,48,0.75,-39,-,1,31,0.99,18,R-skew,6,0,0
49272,35,0.6,-35,Symm,5,93,0.05,-2,-,1,0,1
49273,29,1,29,-,1,27,0.95,20,Symm,9,0,0
49274,13,1,13,-,1,100,0.1,-2,-,1,0,0
49275,-5,1,-5,-,1,8,0.6,-32,-,1,0,1
49276,31,0.25,7,-,1,37,0.5,-21,-,1,0,0
49277,116,0.25,-29,Symm,9,43,0.1,-4,-,1,1,0
49278,16,1,16,-,1,9,0.6,6,Symm,5,0,0
49279,-9,1,-9,-,1,21,0.01,-11,Symm,5,0,1
49280,8,0.5,-4,L-skew,5,8,0.75,5,Symm,5,1,0
49281,58,0.01,23,Symm,7,41,0.6,-21,Symm,5,0,1
49282,28,0.5,-28,-,1,39,0.5,-27,-,1,1,0
49283,101,0.1,1,-,1,34,0.4,10,Symm,7,-1,0
49284,24,1,24,-,1,97,0.25,-15,-,1,0,0
49285,28,0.9,0,L-skew,5,21,0.95,6,L-skew,2,0,0
49286,-2,1,-2,-,1,3,0.4,-3,Symm,3,0,1
49287,29,1,29,-,1,46,0.6,4,-,1,0,1
49288,-8,1,-8,-,1,-2,0.6,-3,-,1,0,0
49289,19,1,19,-,1,52,0.4,-9,Symm,9,0,1
49290,39,0.5,-47,R-skew,2,-2,0.9,-7,-,1,0,0
49291,0,1,0,-,1,7,0.1,5,-,1,0,0
49292,-5,0.1,-6,-,1,15,0.1,-10,R-skew,4,0,0
49293,58,0.2,0,R-skew,5,108,0.2,-18,-,1,0,0
49294,54,0.25,6,-,1,56,0.1,21,Symm,3,0,0
49295,-8,1,-8,-,1,1,0.4,-16,Symm,7,0,0
49296,4,1,4,-,1,11,0.75,-26,-,1,0,0
49297,33,0.4,13,Symm,9,31,0.5,26,L-skew,6,0,1
49298,6,1,6,-,1,103,0.05,-3,Symm,3,0,1
49299,4,1,4,-,1,24,0.05,9,Symm,9,0,0
49300,82,0.05,-3,Symm,7,190,0.01,-8,Symm,3,0,0
49301,15,1,15,-,1,20,0.75,14,-,1,0,0
49302,20,0.99,-42,R-skew,6,62,0.01,16,R-skew,5,0,0
49303,15,0.25,12,-,1,5,0.5,4,Symm,5,0,0
49304,19,1,19,-,1,36,0.6,-20,-,1,0,0
49305,25,1,25,-,1,54,0.5,-11,R-skew,7,0,0
49306,30,1,30,-,1,28,0.5,23,Symm,5,0,0
49307,33,0.75,20,-,1,28,0.95,28,-,1,0,0
49308,12,1,12,-,1,16,0.75,8,R-skew,6,0,1
49309,31,0.9,10,Symm,5,28,0.01,25,L-skew,5,0,0
49310,-10,0.75,-10,-,1,-7,0.9,-28,Symm,7,0,0
49311,68,0.1,6,-,1,34,0.05,9,Symm,5,1,0
49312,24,0.05,1,-,1,11,0.99,-31,L-skew,3,0,0
49313,30,0.6,-3,-,1,51,0.2,8,L-skew,3,0,0
49314,44,0.05,-12,-,1,-18,0.6,-24,-,1,0,0
49315,172,0.2,-8,R-skew,4,91,0.5,-30,Symm,5,1,0
49316,108,0.05,7,-,1,12,1,12,L-skew,6,0,0
49317,-6,1,-6,-,1,53,0.01,-12,R-skew,4,0,0
49318,50,0.75,-38,-,1,61,0.5,13,-,1,0,0
49319,14,1,14,-,1,81,0.4,-36,L-skew,5,0,0
49320,23,1,23,-,1,33,0.5,10,-,1,0,0
49321,5,1,5,-,1,27,0.1,2,-,1,0,0
49322,-3,0.05,-9,-,1,-9,1,-9,-,1,0,0
49323,3,1,3,-,1,1,0.95,-20,-,1,0,0
49324,16,1,16,-,1,80,0.01,26,R-skew,3,0,1
49325,30,1,30,-,1,41,0.6,30,-,1,0,0
49326,7,1,7,-,1,8,0.9,-5,Symm,3,0,0
49327,57,0.05,-2,-,1,41,0.01,-4,R-skew,4,-1,0
49328,28,1,28,-,1,29,0.6,19,Symm,3,0,0
49329,39,0.2,8,-,1,88,0.4,-45,Symm,9,1,0
49330,-7,0.99,-35,Symm,9,35,0.4,-36,R-skew,3,0,0
49331,10,1,10,-,1,75,0.2,-9,R-skew,5,0,0
49332,17,1,17,-,1,63,0.5,-40,Symm,5,0,0
49333,66,0.25,-22,-,1,21,0.6,-37,-,1,-1,0
49334,-5,1,-5,-,1,39,0.01,-6,Symm,3,0,0
49335,93,0.05,5,-,1,74,0.05,14,R-skew,2,0,1
49336,20,0.75,-32,L-skew,6,23,0.4,-9,Symm,3,0,0
49337,-1,1,-1,-,1,57,0.01,-6,-,1,0,0
49338,24,1,24,-,1,76,0.25,10,R-skew,5,0,0
49339,49,0.4,9,Symm,7,75,0.25,17,Symm,5,0,1
49340,29,1,29,-,1,38,0.25,16,-,1,0,1
49341,24,1,24,-,1,33,0.8,19,R-skew,6,0,0
49342,14,1,14,-,1,58,0.4,-22,-,1,0,0
49343,28,0.4,-35,-,1,-14,0.99,-22,-,1,0,0
49344,-2,1,-2,-,1,12,0.25,-10,R-skew,5,0,0
49345,-6,1,-6,-,1,39,0.1,-22,-,1,0,0
49346,0,1,0,-,1,2,0.4,-2,Symm,5,0,0
49347,-6,1,-6,-,1,100,0.25,-36,Symm,5,0,1
49348,66,0.4,-39,R-skew,7,8,0.4,-9,-,1,0,0
49349,27,0.4,10,-,1,27,0.25,3,L-skew,4,0,0
49350,28,0.05,21,-,1,59,0.1,19,L-skew,2,1,0
49351,10,0.01,8,-,1,22,0.2,-3,-,1,1,1
49352,1,1,1,-,1,45,0.01,-1,-,1,0,0
49353,49,0.4,7,-,1,60,0.4,13,L-skew,4,0,0
49354,8,1,8,-,1,70,0.01,4,L-skew,4,0,0
49355,33,0.01,13,-,1,32,0.75,-11,-,1,0,0
49356,63,0.4,3,-,1,34,0.05,29,-,1,1,0
49357,19,0.95,-25,L-skew,6,61,0.25,3,Symm,9,0,0
49358,12,1,12,-,1,58,0.25,-4,-,1,0,0
49359,55,0.6,-22,-,1,67,0.6,-44,-,1,0,0
49360,5,1,5,-,1,25,0.25,-6,-,1,0,0
49361,-9,1,-9,-,1,12,0.2,-14,Symm,9,0,1
49362,0,1,0,-,1,4,0.6,-9,-,1,0,0
49363,-10,1,-10,-,1,70,0.1,-16,-,1,0,0
49364,-9,1,-9,-,1,15,0.1,-5,-,1,0,0
49365,39,0.75,-42,-,1,32,0.8,-17,R-skew,2,0,1
49366,-7,1,-7,-,1,17,0.2,-11,Symm,5,0,0
49367,77,0.25,1,L-skew,5,53,0.6,-33,R-skew,5,0,0
49368,-1,0.8,-7,R-skew,7,5,0.25,3,R-skew,3,0,0
49369,4,1,4,-,1,22,0.6,-20,Symm,9,0,0
49370,19,0.5,-7,-,1,45,0.4,-27,Symm,7,0,0
49371,0,0.5,-18,-,1,1,0.25,-14,R-skew,5,0,0
49372,16,1,16,-,1,40,0.5,-9,-,1,0,0
49373,29,0.01,6,-,1,-4,0.9,-17,-,1,0,0
49374,11,0.4,8,-,1,6,0.99,-10,-,1,1,0
49375,-5,1,-5,-,1,-9,0.99,-32,Symm,3,0,1
49376,13,1,13,-,1,23,0.2,1,Symm,5,0,1
49377,27,0.4,22,-,1,44,0.2,20,R-skew,4,0,0
49378,11,1,11,-,1,25,0.75,-32,-,1,0,0
49379,-8,1,-8,-,1,248,0.05,-16,-,1,0,0
49380,0,1,0,-,1,104,0.01,0,-,1,0,1
49381,12,1,12,-,1,25,0.2,10,-,1,0,1
49382,17,0.8,-30,-,1,41,0.25,18,R-skew,5,-1,0
49383,14,1,14,-,1,53,0.25,-6,L-skew,6,0,0
49384,70,0.05,10,-,1,29,0.4,1,Symm,9,0,1
49385,22,0.25,18,-,1,252,0.05,3,Symm,3,0,1
49386,28,0.5,2,L-skew,5,21,0.4,0,-,1,0,0
